"","label","species"
"709",709,5870
"710",710,5930
"711",711,5930
"712",712,5930
"713",713,5930
"714",714,5930
"715",715,6080
"716",716,6080
"717",717,6130
"718",718,6130
"719",719,6140
"720",720,6190
"721",721,6190
"722",722,6190
"723",723,6190
"724",724,6240
"725",725,6240
"726",726,6240
"727",727,6240
"728",728,6240
"729",729,6240
"730",730,6240
"731",731,6240
"732",732,6240
"733",733,6240
"734",734,6240
"735",735,6240
"736",736,6240
"737",737,6240
"738",738,6240
"739",739,6240
"740",740,6240
"741",741,6290
"742",742,6290
"743",743,6360
"744",744,6360
"745",745,6360
"746",746,6540
"747",747,6550
"748",748,6550
"749",749,6590
"750",750,6730
"751",751,6730
"752",752,6730
"753",753,6740
"754",754,6740
"755",755,6740
"756",756,6740
"757",757,6740
"758",758,6740
"759",759,6740
"760",760,6740
"761",761,6740
"762",762,6740
"763",763,6740
"764",764,6740
"765",765,6740
"766",766,6740
"767",767,6740
"768",768,6740
"769",769,6740
"770",770,6740
"771",771,6740
"772",772,6740
"773",773,6740
"774",774,6810
"775",775,6810
"776",776,6810
"777",777,6810
"778",778,6810
"779",779,6810
"780",780,6810
"781",781,6810
"782",782,6870
"783",783,6870
"784",784,6882
"785",785,6882
"786",786,6882
"787",787,6882
"788",788,6882
"789",789,6882
"790",790,6882
"791",791,6882
"792",792,6882
"793",793,7040
"794",794,7210
"795",795,7210
"796",796,7310
"797",797,7310
"798",798,7310
"799",799,7310
"800",800,7310
"801",801,7310
"802",802,7310
"803",803,7350
"804",804,7350
"805",805,7350
"806",806,7350
"807",807,7350
"808",808,7350
"809",809,7350
"810",810,7590
"811",811,7590
"812",812,7590
"813",813,7610
"814",814,7610
"815",815,7610
"816",816,7610
"817",817,7610
"818",818,7610
"819",819,7610
"820",820,7610
"821",821,7610
"822",822,7610
"823",823,7610
"824",824,7610
"825",825,7610
"826",826,7610
"827",827,7610
"828",828,7610
"829",829,7610
"830",830,7610
"831",831,7610
"832",832,7610
"833",833,7610
"834",834,7610
"835",835,7610
"836",836,470
"837",837,470
"838",838,510
"839",839,510
"840",840,510
"841",841,510
"842",842,510
"843",843,510
"844",844,510
"845",845,510
"846",846,510
"847",847,510
"848",848,510
"849",849,510
"850",850,510
"851",851,510
"852",852,510
"853",853,510
"854",854,510
"855",855,510
"856",856,510
"857",857,510
"858",858,510
"859",859,510
"860",860,510
"861",861,510
"862",862,510
"863",863,510
"864",864,510
"865",865,510
"866",866,510
"867",867,510
"868",868,510
"869",869,510
"870",870,510
"871",871,540
"872",872,540
"873",873,540
"874",874,540
"875",875,540
"876",876,540
"877",877,540
"878",878,540
"879",879,540
"880",880,540
"881",881,540
"882",882,540
"883",883,540
"884",884,540
"885",885,540
"886",886,540
"887",887,540
"888",888,540
"889",889,540
"890",890,540
"891",891,540
"892",892,540
"893",893,700
"894",894,1200
"895",895,1200
"896",896,1200
"897",897,1200
"898",898,1200
"899",899,1330
"900",900,1590
"901",901,1590
"902",902,1590
"903",903,1590
"904",904,1590
"905",905,1590
"906",906,1590
"907",907,1590
"908",908,1590
"909",909,1590
"910",910,1590
"911",911,1590
"912",912,1590
"913",913,1590
"914",914,1590
"915",915,1590
"916",916,1590
"917",917,1590
"918",918,1590
"919",919,1590
"920",920,1590
"921",921,1590
"922",922,1590
"923",923,1590
"924",924,1590
"925",925,1590
"926",926,1590
"927",927,1590
"928",928,1590
"929",929,1590
"930",930,1590
"931",931,1590
"932",932,1590
"933",933,1590
"934",934,1590
"935",935,1590
"936",936,1590
"937",937,1590
"938",938,1590
"939",939,1590
"940",940,1590
"941",941,1590
"942",942,1590
"943",943,1590
"944",944,1590
"945",945,1590
"946",946,1590
"947",947,1590
"948",948,1590
"949",949,1590
"950",950,1590
"951",951,1590
"952",952,1590
"953",953,1590
"954",954,1590
"955",955,1590
"956",956,1590
"957",957,1590
"958",958,1590
"959",959,1590
"960",960,1590
"961",961,1590
"962",962,1590
"963",963,1590
"964",964,1590
"965",965,1590
"966",966,1590
"967",967,1590
"968",968,1590
"969",969,1590
"970",970,1590
"971",971,1590
"972",972,1590
"973",973,1590
"974",974,1590
"975",975,1590
"976",976,1590
"977",977,1590
"978",978,1590
"979",979,1590
"980",980,1590
"981",981,1590
"982",982,1590
"983",983,1590
"984",984,1590
"985",985,1590
"986",986,1590
"987",987,1590
"988",988,1590
"989",989,1590
"990",990,1590
"991",991,1590
"992",992,1590
"993",993,1590
"994",994,1590
"995",995,1590
"996",996,1590
"997",997,1590
"998",998,1590
"999",999,1590
"1000",1000,1590
"1001",1001,1590
"1002",1002,1590
"1003",1003,1590
"1004",1004,1590
"1005",1005,1590
"1006",1006,1590
"1007",1007,1590
"1008",1008,1590
"1009",1009,1590
"1010",1010,1590
"1011",1011,1590
"1012",1012,1590
"1013",1013,1590
"1014",1014,1590
"1015",1015,1590
"1016",1016,1590
"1017",1017,1590
"1018",1018,1720
"1019",1019,1720
"1020",1020,1720
"1021",1021,1720
"1022",1022,1720
"1023",1023,1720
"1024",1024,1720
"1025",1025,1720
"1026",1026,1720
"1027",1027,1720
"1028",1028,1720
"1029",1029,1720
"1030",1030,1720
"1031",1031,1720
"1032",1032,1720
"1033",1033,1720
"1034",1034,1720
"1035",1035,1720
"1036",1036,1720
"1037",1037,1720
"1038",1038,2580
"1039",1039,3100
"1040",1040,3131
"1041",1041,3131
"1042",1042,3160
"1043",1043,3160
"1044",1044,3160
"1045",1045,3160
"1046",1046,3160
"1047",1047,3160
"1048",1048,3160
"1049",1049,3160
"1050",1050,3160
"1051",1051,3370
"1052",1052,3520
"1053",1053,3900
"1054",1054,3940
"1055",1055,3940
"1056",1056,3940
"1057",1057,4120
"1058",1058,4230
"1059",1059,4230
"1060",1060,4230
"1061",1061,4230
"1062",1062,4230
"1063",1063,4230
"1064",1064,4230
"1065",1065,4230
"1066",1066,4230
"1067",1067,4230
"1068",1068,4230
"1069",1069,4230
"1070",1070,4230
"1071",1071,4230
"1072",1072,4230
"1073",1073,4230
"1074",1074,4280
"1075",1075,4440
"1076",1076,4440
"1077",1077,4440
"1078",1078,4440
"1079",1079,4440
"1080",1080,4440
"1081",1081,4520
"1082",1082,4560
"1083",1083,4560
"1084",1084,4560
"1085",1085,4560
"1086",1086,4560
"1087",1087,4560
"1088",1088,4560
"1089",1089,4560
"1090",1090,4770
"1091",1091,4770
"1092",1092,4770
"1093",1093,4770
"1094",1094,4770
"1095",1095,4770
"1096",1096,4770
"1097",1097,4770
"1098",1098,4770
"1099",1099,4770
"1100",1100,4770
"1101",1101,4770
"1102",1102,4770
"1103",1103,4770
"1104",1104,4770
"1105",1105,4770
"1106",1106,4770
"1107",1107,4770
"1108",1108,4770
"1109",1109,4770
"1110",1110,4770
"1111",1111,4860
"1112",1112,4880
"1113",1113,4880
"1114",1114,4880
"1115",1115,4880
"1116",1116,4880
"1117",1117,4880
"1118",1118,4880
"1119",1119,4880
"1120",1120,4880
"1121",1121,4880
"1122",1122,4880
"1123",1123,4880
"1124",1124,4880
"1125",1125,4880
"1126",1126,4880
"1127",1127,4880
"1128",1128,4880
"1129",1129,4880
"1130",1130,4880
"1131",1131,4880
"1132",1132,4880
"1133",1133,4880
"1134",1134,4880
"1135",1135,4880
"1136",1136,4880
"1137",1137,4880
"1138",1138,4930
"1139",1139,4930
"1140",1140,4930
"1141",1141,4930
"1142",1142,4930
"1143",1143,4930
"1144",1144,4930
"1145",1145,4950
"1146",1146,4950
"1147",1147,4950
"1148",1148,4950
"1149",1149,4950
"1150",1150,4950
"1151",1151,4950
"1152",1152,4950
"1153",1153,4980
"1154",1154,4980
"1155",1155,4980
"1156",1156,4980
"1157",1157,4980
"1158",1158,4980
"1159",1159,4980
"1160",1160,4980
"1161",1161,4980
"1162",1162,4980
"1163",1163,4980
"1164",1164,4980
"1165",1165,5070
"1166",1166,5070
"1167",1167,5070
"1168",1168,5070
"1169",1169,5070
"1170",1170,5070
"1171",1171,5110
"1172",1172,5110
"1173",1173,5110
"1174",1174,5110
"1175",1175,5110
"1176",1176,5110
"1177",1177,5110
"1178",1178,5110
"1179",1179,5110
"1180",1180,5110
"1181",1181,5110
"1182",1182,5110
"1183",1183,5110
"1184",1184,5110
"1185",1185,5110
"1186",1186,5110
"1187",1187,5110
"1188",1188,5110
"1189",1189,5110
"1190",1190,5110
"1191",1191,5110
"1192",1192,5110
"1193",1193,5110
"1194",1194,5110
"1195",1195,5190
"1196",1196,5190
"1197",1197,5190
"1198",1198,5190
"1199",1199,5190
"1200",1200,5190
"1201",1201,5190
"1202",1202,5190
"1203",1203,5190
"1204",1204,5190
"1205",1205,5190
"1206",1206,5290
"1207",1207,5290
"1208",1208,5290
"1209",1209,5290
"1210",1210,5290
"1211",1211,5290
"1212",1212,5290
"1213",1213,5290
"1214",1214,5290
"1215",1215,5290
"1216",1216,5290
"1217",1217,5290
"1218",1218,5290
"1219",1219,5290
"1220",1220,5290
"1221",1221,5290
"1222",1222,5290
"1223",1223,5290
"1224",1224,5290
"1225",1225,5290
"1226",1226,5290
"1227",1227,5290
"1228",1228,5290
"1229",1229,5290
"1230",1230,5290
"1231",1231,5290
"1232",1232,5290
"1233",1233,5290
"1234",1234,5290
"1235",1235,5290
"1236",1236,5290
"1237",1237,5290
"1238",1238,5290
"1239",1239,5290
"1240",1240,5290
"1241",1241,5290
"1242",1242,5290
"1243",1243,5290
"1244",1244,5290
"1245",1245,5290
"1246",1246,5290
"1247",1247,5290
"1248",1248,5290
"1249",1249,5290
"1250",1250,5290
"1251",1251,5290
"1252",1252,5290
"1253",1253,5290
"1254",1254,5290
"1255",1255,5290
"1256",1256,5290
"1257",1257,5600
"1258",1258,5600
"1259",1259,5600
"1260",1260,5600
"1261",1261,5600
"1262",1262,5600
"1263",1263,5600
"1264",1264,5600
"1265",1265,5600
"1266",1266,5600
"1267",1267,5600
"1268",1268,5600
"1269",1269,5600
"1270",1270,5600
"1271",1271,5600
"1272",1272,5600
"1273",1273,5600
"1274",1274,5600
"1275",1275,5600
"1276",1276,5600
"1277",1277,5600
"1278",1278,5600
"1279",1279,5600
"1280",1280,5600
"1281",1281,5600
"1282",1282,5600
"1283",1283,5600
"1284",1284,5600
"1285",1285,5600
"1286",1286,5810
"1287",1287,5810
"1288",1288,5810
"1289",1289,5810
"1290",1290,5810
"1291",1291,5810
"1292",1292,5810
"1293",1293,5810
"1294",1294,5810
"1295",1295,5810
"1296",1296,5810
"1297",1297,5810
"1298",1298,5810
"1299",1299,5930
"1300",1300,5930
"1301",1301,5930
"1302",1302,5930
"1303",1303,5930
"1304",1304,5930
"1305",1305,5930
"1306",1306,5930
"1307",1307,5930
"1308",1308,5930
"1309",1309,5930
"1310",1310,5930
"1311",1311,5930
"1312",1312,5930
"1313",1313,5930
"1314",1314,5930
"1315",1315,5930
"1316",1316,5930
"1317",1317,5930
"1318",1318,5930
"1319",1319,5930
"1320",1320,5930
"1321",1321,5930
"1322",1322,5930
"1323",1323,5930
"1324",1324,5930
"1325",1325,5930
"1326",1326,5930
"1327",1327,5930
"1328",1328,5930
"1329",1329,5930
"1330",1330,5930
"1331",1331,5930
"1332",1332,5950
"1333",1333,6080
"1334",1334,6080
"1335",1335,6130
"1336",1336,6130
"1337",1337,6130
"1338",1338,6130
"1339",1339,6130
"1340",1340,6130
"1341",1341,6130
"1342",1342,6130
"1343",1343,6130
"1344",1344,6130
"1345",1345,6130
"1346",1346,6130
"1347",1347,6140
"1348",1348,6190
"1349",1349,6190
"1350",1350,6240
"1351",1351,6240
"1352",1352,6240
"1353",1353,6240
"1354",1354,6240
"1355",1355,6240
"1356",1356,6240
"1357",1357,6240
"1358",1358,6240
"1359",1359,6240
"1360",1360,6240
"1361",1361,6240
"1362",1362,6240
"1363",1363,6240
"1364",1364,6240
"1365",1365,6240
"1366",1366,6240
"1367",1367,6270
"1368",1368,6290
"1369",1369,6360
"1370",1370,6360
"1371",1371,6480
"1372",1372,6480
"1373",1373,6480
"1374",1374,6480
"1375",1375,6520
"1376",1376,6520
"1377",1377,6520
"1378",1378,6710
"1379",1379,6710
"1380",1380,6740
"1381",1381,6740
"1382",1382,6740
"1383",1383,6740
"1384",1384,6740
"1385",1385,6740
"1386",1386,6810
"1387",1387,6810
"1388",1388,6810
"1389",1389,6810
"1390",1390,6810
"1391",1391,6810
"1392",1392,6860
"1393",1393,6870
"1394",1394,6882
"1395",1395,6882
"1396",1396,6882
"1397",1397,6882
"1398",1398,6882
"1399",1399,6882
"1400",1400,6882
"1401",1401,6882
"1402",1402,6882
"1403",1403,6882
"1404",1404,6882
"1405",1405,6882
"1406",1406,6882
"1407",1407,6882
"1408",1408,6882
"1409",1409,6882
"1410",1410,6882
"1411",1411,6882
"1412",1412,6882
"1413",1413,6882
"1414",1414,6882
"1415",1415,6882
"1416",1416,6882
"1417",1417,7040
"1418",1418,7040
"1419",1419,7040
"1420",1420,7040
"1421",1421,7040
"1422",1422,7040
"1423",1423,7040
"1424",1424,7040
"1425",1425,7040
"1426",1426,7040
"1427",1427,7040
"1428",1428,7040
"1429",1429,7040
"1430",1430,7040
"1431",1431,7040
"1432",1432,7040
"1433",1433,7040
"1434",1434,7040
"1435",1435,7040
"1436",1436,7040
"1437",1437,7180
"1438",1438,7180
"1439",1439,7210
"1440",1440,7210
"1441",1441,7210
"1442",1442,7210
"1443",1443,7210
"1444",1444,7210
"1445",1445,7210
"1446",1446,7270
"1447",1447,7270
"1448",1448,7270
"1449",1449,7270
"1450",1450,7270
"1451",1451,7270
"1452",1452,7280
"1453",1453,7310
"1454",1454,7310
"1455",1455,7310
"1456",1456,7310
"1457",1457,7310
"1458",1458,7310
"1459",1459,7310
"1460",1460,7310
"1461",1461,7310
"1462",1462,7310
"1463",1463,7310
"1464",1464,7310
"1465",1465,7310
"1466",1466,7310
"1467",1467,7310
"1468",1468,7350
"1469",1469,7350
"1470",1470,7350
"1471",1471,7350
"1472",1472,7350
"1473",1473,7350
"1474",1474,7350
"1475",1475,7350
"1476",1476,7350
"1477",1477,7350
"1478",1478,7350
"1479",1479,7350
"1480",1480,7350
"1481",1481,7350
"1482",1482,7350
"1483",1483,7350
"1484",1484,7560
"1485",1485,7590
"1486",1486,7610
"1487",1487,7610
"1488",1488,7610
"1489",1489,7610
"1490",1490,7610
"1491",1491,7610
"1492",1492,7610
"1493",1493,7610
"1494",1494,7610
"1495",1495,7610
"1496",1496,7610
"1497",1497,7610
"1498",1498,7610
"1499",1499,7610
"1500",1500,7610
"1501",1501,7610
"1502",1502,7610
"1503",1503,7610
"1504",1504,7610
"1505",1505,7610
"1506",1506,7610
"1507",1507,7610
"1508",1508,7610
"1509",1509,7610
"1510",1510,7610
"1511",1511,7610
"1512",1512,7610
"1513",1513,7610
"1514",1514,7610
"1515",1515,7610
"1516",1516,7610
"1517",1517,7610
"1518",1518,7610
"1519",1519,7610
"1520",1520,7610
"1521",1521,7610
"1522",1522,7610
"1523",1523,7610
"1524",1524,7610
"1525",1525,7610
"1526",1526,7610
"1527",1527,7610
"1528",1528,7610
"1529",1529,7610
"1530",1530,7610
"1531",1531,7610
"1532",1532,7610
"1533",1533,7610
"1534",1534,7610
"1535",1535,7610
"1536",1536,7610
"1537",1537,7610
"1538",1538,7660
"1539",1539,70
"1540",1540,70
"1541",1541,510
"1542",1542,540
"1543",1543,540
"1544",1544,540
"1545",1545,540
"1546",1546,1290
"1547",1547,1310
"1548",1548,3000
"1549",1549,3900
"1550",1550,3930
"1551",1551,3930
"1552",1552,4020
"1553",1553,4020
"1554",1554,4020
"1555",1555,4020
"1556",1556,4050
"1557",1557,4050
"1558",1558,4120
"1559",1559,4120
"1560",1560,4630
"1561",1561,4630
"1562",1562,4630
"1563",1563,4630
"1564",1564,4630
"1565",1565,4630
"1566",1566,4630
"1567",1567,4630
"1568",1568,4661
"1569",1569,4670
"1570",1570,4770
"1571",1571,4770
"1572",1572,4770
"1573",1573,4770
"1574",1574,4770
"1575",1575,4770
"1576",1576,4840
"1577",1577,4860
"1578",1578,4860
"1579",1579,4860
"1580",1580,4860
"1581",1581,4880
"1582",1582,4880
"1583",1583,4880
"1584",1584,4880
"1585",1585,4880
"1586",1586,4880
"1587",1587,4880
"1588",1588,4880
"1589",1589,4880
"1590",1590,5110
"1591",1591,5110
"1592",1592,5170
"1593",1593,5170
"1594",1594,5170
"1595",1595,5170
"1596",1596,5170
"1597",1597,5290
"1598",1598,5580
"1599",1599,5580
"1600",1600,5580
"1601",1601,5580
"1602",1602,5580
"1603",1603,5580
